Fabricante;Modelo;Categoria;Cód.;Combustivel;2026;2025;2024;2023;2022;2021;2020;2019;2018;2017;2016;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002
TRAXX;JH125 35A;TABELA E - MOTOCICLETAS E CICLOMOTORES;19425,00;G;;;;;;;;;;;;;;R$ 2.846,00;R$ 2.757,00;R$ 2.670,00;R$ 2.416,00;R$ 2.186,00;R$ 2.093,00;;;;;;
TRIUMPH;TRIUMPH SPEED TRIPLE;TABELA E - MOTOCICLETAS E CICLOMOTORES;15019,00;G;;;;;;;;;;;;;;;;;;;;;R$ 23.373,00;R$ 21.869,00;R$ 20.934,00;R$ 19.395,00;R$ 17.970,00
TRIUMPH;TRIUMPH BONEVILLE T100;TABELA E - MOTOCICLETAS E CICLOMOTORES;15025,00;G;;;;;;;;;;;;;;;R$ 23.041,00;R$ 21.724,00;;;R$ 19.253,00;;;;;;
TRIUMPH;TRIUMPH TIGER;TABELA E - MOTOCICLETAS E CICLOMOTORES;15026,00;G;;;;;;;;;;;;;;;;;;;;;R$ 20.521,00;R$ 17.714,00;R$ 16.318,00;;
TRIUMPH;TRIUMPH SPEED T 1050;TABELA E - MOTOCICLETAS E CICLOMOTORES;15029,00;G;;;;;;;;;;;;;;;;;;;;;R$ 20.907,00;R$ 18.758,00;;;
TRIUMPH;TRIUMPH SCRAMBLER;TABELA E - MOTOCICLETAS E CICLOMOTORES;15031,00;G;;;;;;;;;;;;;;;;;;R$ 26.862,00;;;R$ 20.521,00;;;;
TRIUMPH;TRIUMPH ROCKETIII CLAS;TABELA E - MOTOCICLETAS E CICLOMOTORES;15034,00;G;;;;;;;;;;;;;;;;;;;;;R$ 33.885,00;;;;
TRIUMPH;TRIUMPH BONNEVILLE AME;TABELA E - MOTOCICLETAS E CICLOMOTORES;15024,00;G;;;;;;;;;;;;;;;;;;;;;;;;;R$ 13.693,00
TRIUMPH;TRIUMPH TIGER 955I;TABELA E - MOTOCICLETAS E CICLOMOTORES;15022,00;G;;;;;;;;;;;;;;;;;;;;;;R$ 17.830,00;R$ 16.427,00;;
TRIUMPH;TRIUMPH SPRINT ST;TABELA E - MOTOCICLETAS E CICLOMOTORES;15017,00;G;;;;;;;;;;;;;;;;;;;;;R$ 17.247,00;R$ 16.745,00;R$ 16.411,00;;
TRIUMPH;TRIUMPH DAYTONA 955I;TABELA E - MOTOCICLETAS E CICLOMOTORES;15016,00;G;;;;;;;;;;;;;;;;;;;;;R$ 16.532,00;R$ 15.280,00;R$ 14.430,00;R$ 13.626,00;R$ 12.869,00
TRIUMPH;TRIUMPH TIGER;TABELA E - MOTOCICLETAS E CICLOMOTORES;23922,00;G;;;;;;;;;;;;;;;;;;;;;;;R$ 16.318,00;R$ 15.503,00;
TRIUMPH;TRIUMPH BONNEVI T100;TABELA E - MOTOCICLETAS E CICLOMOTORES;23921,00;G;;;;;;;;;;;;;;;;;;;;;;;R$ 16.535,00;R$ 15.501,00;
TRIUMPH;TRIUMPH THUNDERB. 900;TABELA E - MOTOCICLETAS E CICLOMOTORES;5,00;G;;;;;;;;;;;;;;R$ 39.256,00;;R$ 31.611,00;R$ 29.832,00;;;;;;;;
TRIUMPH;TRIUMPH DAYTONA 675;TABELA E - MOTOCICLETAS E CICLOMOTORES;15032,00;G;;;;;;;;;;;;;;;;;;R$ 23.718,00;R$ 22.005,00;R$ 20.415,00;R$ 18.942,00;;;;
TRIUMPH;TRIUMPH SPRINT ST 1050;TABELA E - MOTOCICLETAS E CICLOMOTORES;15030,00;G;;;;;;;;;;;;;;;;;;;;R$ 19.228,00;R$ 18.520,00;R$ 17.804,00;;;
TRIUMPH;TRIUMPH BONNEVILLE;TABELA E - MOTOCICLETAS E CICLOMOTORES;15023,00;G;;;;;;;;;;;;;;;;;;R$ 19.879,00;R$ 19.245,00;R$ 18.631,00;R$ 17.529,00;R$ 17.014,00;R$ 16.535,00;R$ 16.025,00;R$ 15.531,00
TRIUMPH;TRIUMPH TIGER EXPLORER;TABELA E - MOTOCICLETAS E CICLOMOTORES;15053,00;G;;;;;;;;;;;;;R$ 40.003,00;R$ 38.901,00;R$ 38.164,00;;;;;;;;;;
TRIUMPH;TRIUMPH ROCKET III;TABELA E - MOTOCICLETAS E CICLOMOTORES;15028,00;G;;;;;;;;;;;;;;;;R$ 51.578,00;;R$ 47.570,00;R$ 45.432,00;R$ 43.509,00;R$ 42.374,00;R$ 36.397,00;R$ 35.453,00;;
TRIUMPH;TRIUMPH TIGER EXPL XC;TABELA E - MOTOCICLETAS E CICLOMOTORES;15068,00;G;;;;;;;;;;;;;;R$ 47.599,00;;;;;;;;;;;
TRIUMPH;DAYTONA 675R;TABELA E - MOTOCICLETAS E CICLOMOTORES;15067,00;G;;;;;;;;;;;R$ 43.120,00;R$ 39.952,00;R$ 37.762,00;R$ 36.153,00;;;;;;;;;;;
TRIUMPH;DAYTONA 675;TABELA E - MOTOCICLETAS E CICLOMOTORES;15066,00;G;;;;;;;;;;;;;R$ 32.689,00;;;;;;;;;;;;
TRIUMPH;TRIUMPH TROPHY;TABELA E - MOTOCICLETAS E CICLOMOTORES;15065,00;G;;;;;;;;;;;;;R$ 63.162,00;R$ 59.917,00;;;;;;;;;;;
TRIUMPH;DAYTONA 675RABS;TABELA E - MOTOCICLETAS E CICLOMOTORES;15064,00;G;;;;;;;;;;;;;;R$ 36.490,00;;;;;;;;;;;
TRIUMPH;STREET TRIPLE AB;TABELA E - MOTOCICLETAS E CICLOMOTORES;15062,00;G;;;;;;;;;;;R$ 30.569,00;R$ 26.706,00;R$ 23.980,00;R$ 22.963,00;;;;;;;;;;;
TRIUMPH;TIGER EXPLORER;TABELA E - MOTOCICLETAS E CICLOMOTORES;15061,00;G;;;;;;;;;;;R$ 43.697,00;R$ 41.137,00;R$ 40.003,00;R$ 38.901,00;;;;;;;;;;;
TRIUMPH;TIGER EXPLOR XC;TABELA E - MOTOCICLETAS E CICLOMOTORES;15060,00;G;;;;;;;;;;;;R$ 49.529,00;R$ 47.728,00;R$ 46.716,00;;;;;;;;;;;
TRIUMPH;TIGER 800;TABELA E - MOTOCICLETAS E CICLOMOTORES;15059,00;G;;;;;;;;;;;;R$ 29.418,00;R$ 28.440,00;R$ 27.495,00;;;;;;;;;;;
TRIUMPH;BONNEVILLE T100;TABELA E - MOTOCICLETAS E CICLOMOTORES;15057,00;G;;;;;;;;;;;R$ 26.973,00;R$ 26.111,00;R$ 25.276,00;R$ 24.468,00;R$ 22.390,00;;;;;;;;;;
TRIUMPH;TIGER 800XC;TABELA E - MOTOCICLETAS E CICLOMOTORES;15056,00;G;;;;;;;;;;;;R$ 30.709,00;R$ 29.592,00;R$ 28.558,00;R$ 26.880,00;;;;;;;;;;
TRIUMPH;TRIUMPH THRUXTON;TABELA E - MOTOCICLETAS E CICLOMOTORES;15070,00;G;;;;;;;;;;;;;;R$ 24.820,00;;;;;;;;;;;
TRIUMPH;TRIUMPH ROCKETIII ROAD;TABELA E - MOTOCICLETAS E CICLOMOTORES;15054,00;G;;;;;;;;;;;;R$ 58.707,00;R$ 56.757,00;R$ 54.871,00;R$ 50.467,00;R$ 48.280,00;;;;;;;;;
TRIUMPH;TRIUMPH THUNDERBIRD CO;TABELA E - MOTOCICLETAS E CICLOMOTORES;15072,00;G;;;;;;;;;;;;R$ 46.112,00;R$ 43.024,00;;;;;;;;;;;;
TRIUMPH;TRIUMPH THUNDERBIRD ST;TABELA E - MOTOCICLETAS E CICLOMOTORES;15052,00;G;;;;;;;;;;;;R$ 43.035,00;R$ 41.166,00;R$ 39.340,00;R$ 36.087,00;;;;;;;;;;
TRIUMPH;TRIUMPH TIGER 800 XC;TABELA E - MOTOCICLETAS E CICLOMOTORES;15049,00;G;;;;;;;;;;;;;R$ 29.592,00;;;;;;;;;;;;
TRIUMPH;TRIUMPH SPEED T 1050SE;TABELA E - MOTOCICLETAS E CICLOMOTORES;15048,00;G;;;;;;;;;;;;;;;;;;R$ 28.331,00;;;;;;;
TRIUMPH;TRIUMPH TIGER1050ABSSE;TABELA E - MOTOCICLETAS E CICLOMOTORES;15047,00;G;;;;;;;;;;;;;;;;;;R$ 29.805,00;;;;;;;
TRIUMPH;TRIUMPH DAYTONA 675 SE;TABELA E - MOTOCICLETAS E CICLOMOTORES;15046,00;G;;;;;;;;;;;;;;;;;;R$ 27.434,00;;;;;;;
TRIUMPH;TRIUMPH TIGER 1050 ABS;TABELA E - MOTOCICLETAS E CICLOMOTORES;15045,00;G;;;;;;;;;;;;;;;;;;R$ 25.402,00;;;;;;;
TRIUMPH;TRIUMPH BONNEVILLET100;TABELA E - MOTOCICLETAS E CICLOMOTORES;15044,00;G;;;;;;;;;;;;;;;;;;R$ 19.879,00;;R$ 18.631,00;;;;;
TRIUMPH;TRIUMPH SPR ST 1050ABS;TABELA E - MOTOCICLETAS E CICLOMOTORES;15043,00;G;;;;;;;;;;;;;;;;;;R$ 26.516,00;;;;;;;
TRIUMPH;TRIUMPH ROCKET III TRG;TABELA E - MOTOCICLETAS E CICLOMOTORES;15042,00;G;;;;;;;;;;;;;;;;;;;R$ 41.197,00;;;;;;
TRIUMPH;TRIUMPH SPEED T 1050;TABELA E - MOTOCICLETAS E CICLOMOTORES;15041,00;G;;;;;;;;;;;;;;;R$ 28.196,00;R$ 26.584,00;;R$ 24.332,00;;;;;;;
TRIUMPH;TRIUMPH STREET TRIPLE;TABELA E - MOTOCICLETAS E CICLOMOTORES;15038,00;G;;;;;;;;;;;;;;R$ 30.994,00;;;;R$ 19.315,00;;R$ 15.676,00;;;;;
TRIUMPH;TRIUMPH ROCKET III CL;TABELA E - MOTOCICLETAS E CICLOMOTORES;15037,00;G;;;;;;;;;;;;;;;;;;;R$ 41.094,00;R$ 36.723,00;;;;;
TRIUMPH;SPEED TRIPLE;TABELA E - MOTOCICLETAS E CICLOMOTORES;15055,00;G;;;;;;;;;;;;R$ 34.580,00;R$ 32.934,00;R$ 30.781,00;R$ 28.800,00;;;;;;;;;;
TRIUMPH;TIGER XRXL;TABELA E - MOTOCICLETAS E CICLOMOTORES;15081,00;G;;;;;;;;;;;R$ 36.874,00;R$ 36.153,00;;;;;;;;;;;;;
TRIUMPH;THRUXTON R;TABELA E - MOTOCICLETAS E CICLOMOTORES;15089,00;G;;;;;;;;;;;R$ 46.102,00;;;;;;;;;;;;;;
TRIUMPH;TIGER EXPL XR;TABELA E - MOTOCICLETAS E CICLOMOTORES;15090,00;G;;;;;;;;;;;R$ 50.596,00;;;;;;;;;;;;;;
TRIUMPH;TIGER EXPL XCA;TABELA E - MOTOCICLETAS E CICLOMOTORES;15087,00;G;;;;;;;;;;;R$ 66.756,00;;;;;;;;;;;;;;
TRIUMPH;STREET TRIPLE RA;TABELA E - MOTOCICLETAS E CICLOMOTORES;15069,00;G;;;;;;;;;;;R$ 32.655,00;R$ 29.880,00;R$ 27.705,00;R$ 26.841,00;;;;;;;;;;;
TRIUMPH;TRIUMPH;TABELA E - MOTOCICLETAS E CICLOMOTORES;15099,00;G;;;;;;;;;;;;;;;;;;;;;R$ 19.763,00;;;;
TRIUMPH;TRIUMPH THRUSTON 900;TABELA E - MOTOCICLETAS E CICLOMOTORES;15033,00;G;;;;;;;;;;;;;;;;;R$ 27.835,00;;;R$ 21.075,00;R$ 20.933,00;;;;
TRIUMPH;SPEED TRIPLE R;TABELA E - MOTOCICLETAS E CICLOMOTORES;15084,00;G;;;;;;;;;;;R$ 52.041,00;;;;;;;;;;;;;;
TRIUMPH;TIGER EXPL XCX;TABELA E - MOTOCICLETAS E CICLOMOTORES;15088,00;G;;;;;;;;;;;R$ 60.871,00;;;;;;;;;;;;;;
TRIUMPH;TIGER XR;TABELA E - MOTOCICLETAS E CICLOMOTORES;15082,00;G;;;;;;;;;;;R$ 33.179,00;R$ 32.636,00;;;;;;;;;;;;;
TRIUMPH;TRIUMPH BONNEVILLE T120;TABELA E - MOTOCICLETAS E CICLOMOTORES;15086,00;G;;;;;;;;;;;R$ 35.882,00;;;;;;;;;;;;;;
TRIUMPH;TIGER XC;TABELA E - MOTOCICLETAS E CICLOMOTORES;15080,00;G;;;;;;;;;;;;R$ 33.206,00;;;;;;;;;;;;;
TRIUMPH;TIGER XCA;TABELA E - MOTOCICLETAS E CICLOMOTORES;15079,00;G;;;;;;;;;;;R$ 46.652,00;R$ 43.919,00;;;;;;;;;;;;;
TRIUMPH;TIGER XRX;TABELA E - MOTOCICLETAS E CICLOMOTORES;15078,00;G;;;;;;;;;;;R$ 38.821,00;R$ 37.179,00;;;;;;;;;;;;;
TRIUMPH;TIGER XCX;TABELA E - MOTOCICLETAS E CICLOMOTORES;15077,00;G;;;;;;;;;;;R$ 42.006,00;R$ 38.796,00;;;;;;;;;;;;;
TRIUMPH;THRUXTON;TABELA E - MOTOCICLETAS E CICLOMOTORES;15076,00;G;;;;;;;;;;;;R$ 27.405,00;R$ 26.539,00;;;;;;;;;;;;
TRIUMPH;TIGER SPORT;TABELA E - MOTOCICLETAS E CICLOMOTORES;15075,00;G;;;;;;;;;;;R$ 37.826,00;R$ 35.668,00;R$ 33.491,00;;;;;;;;;;;;
TRIUMPH;TRIUMPH TIGER SPORT;TABELA E - MOTOCICLETAS E CICLOMOTORES;15073,00;G;;;;;;;;;;;;;;R$ 31.943,00;;;;;;;;;;;
TRIUMPH;STREET TWIN 900;TABELA E - MOTOCICLETAS E CICLOMOTORES;15083,00;G;;;;;;;;;;;R$ 31.966,00;;;;;;;;;;;;;;
TRIWAY;AGUIA L;TABELA E - MOTOCICLETAS E CICLOMOTORES;27200,00;G;;;;;;;;;;;;;;;;;;R$ 1.718,00;R$ 1.601,00;R$ 1.454,00;R$ 1.378,00;R$ 1.297,00;R$ 1.283,00;R$ 1.183,00;R$ 831,00
TUKANO;TUKASTD;TABELA E - MOTOCICLETAS E CICLOMOTORES;29000,00;G;;;;;;;;;;;;;;;;;;;;;;;R$ 4.798,00;;
TVS;TVS APACHE RTR160;TABELA E - MOTOCICLETAS E CICLOMOTORES;33200,00;G;;;;;;;;;;;;;;;;;;;;R$ 3.949,00;;;;;
TWIN MOTORS;TWIN MOTORS RB250CHASE;TABELA E - MOTOCICLETAS E CICLOMOTORES;31619,00;G;;;;;;;;;;;;;;R$ 9.482,00;R$ 8.949,00;;;;;;;;;;
TWIN MOTORS;TWIN MOTORS RB150 FAST;TABELA E - MOTOCICLETAS E CICLOMOTORES;31620,00;G;;;;;;;;;;;;;;;R$ 4.414,00;;;;;;;;;;
TWIN MOTORS;TWIN MOTORS RB200 ROAD;TABELA E - MOTOCICLETAS E CICLOMOTORES;31618,00;G;;;;;;;;;;;;;;;R$ 5.787,00;;;;;;;;;;
URAL ZAM;URAL RETRO 750;TABELA E - MOTOCICLETAS E CICLOMOTORES;90003,00;G;;;;;;;;;;;;;;R$ 24.982,00;R$ 23.576,00;;;;;;;;;;
VENTO;VENTO TRITON LI 150;TABELA E - MOTOCICLETAS E CICLOMOTORES;30403,00;G;;;;;;;;;;;;;;;;;R$ 4.151,00;;;;;;;;
VENTO;VENTO REBELLIAN 250;TABELA E - MOTOCICLETAS E CICLOMOTORES;30404,00;G;;;;;;;;;;;;;;R$ 8.458,00;;R$ 7.673,00;;;;;;;;;
VENTO;VENTO PHANTOM GT5;TABELA E - MOTOCICLETAS E CICLOMOTORES;30401,00;G;;;;;;;;;;;;;;;;;;;;;;R$ 4.025,00;;;
VENTO;VENTO PHANTON R4I;TABELA E - MOTOCICLETAS E CICLOMOTORES;30400,00;G;;;;;;;;;;;;;;;;;;;;;;R$ 4.414,00;;;
VENTO;VENTO V THUNDER XL;TABELA E - MOTOCICLETAS E CICLOMOTORES;30402,00;G;;;;;;;;;;;;;;R$ 9.222,00;R$ 8.470,00;R$ 7.856,00;R$ 7.551,00;R$ 6.935,00;;;R$ 5.461,00;;;;
VESPA;VESPA GTB 250;TABELA E - MOTOCICLETAS E CICLOMOTORES;7229,00;G;;;;;;;;;;;;;;;;;;R$ 16.736,00;;;;;;;
VESPA;VESPA LX B;TABELA E - MOTOCICLETAS E CICLOMOTORES;7215,00;G;;;;;;;;;;;;;;;;;;;R$ 8.288,00;;R$ 6.603,00;;;;
VESPA;VESPA GT 60;TABELA E - MOTOCICLETAS E CICLOMOTORES;7219,00;G;;;;;;;;;;;;;;;;;;;;;R$ 10.483,00;;;;
VESPA;VESPA GTB;TABELA E - MOTOCICLETAS E CICLOMOTORES;7222,00;G;;;;;;;;;;;;;;;;;;;;R$ 12.269,00;;;;;
VESPA;VESPA GTS 300;TABELA E - MOTOCICLETAS E CICLOMOTORES;7225,00;G;;;;;;;;;;;;;;R$ 26.785,00;R$ 25.278,00;;;;R$ 14.005,00;;;;;;
VESPA;VESPA GTV 250;TABELA E - MOTOCICLETAS E CICLOMOTORES;7228,00;G;;;;;;;;;;;;;;;;;R$ 17.938,00;R$ 17.351,00;;;;;;;
VESPA;VESPA GTV 300;TABELA E - MOTOCICLETAS E CICLOMOTORES;7236,00;G;;;;;;;;;;;;;;R$ 21.483,00;R$ 19.732,00;R$ 18.122,00;;;;;;;;;
VESPA;VESPA GTS 300 SUPER;TABELA E - MOTOCICLETAS E CICLOMOTORES;7238,00;G;;;;;;;;;;;;;;R$ 26.759,00;R$ 25.254,00;;;;;;;;;;
VESPA;VESPA GTS 300 TOURING;TABELA E - MOTOCICLETAS E CICLOMOTORES;7240,00;G;;;;;;;;;;;;;;R$ 26.878,00;R$ 25.366,00;;;;;;;;;;
VESPA;VESPA LX125;TABELA E - MOTOCICLETAS E CICLOMOTORES;7245,00;G;;;;;;;;;;;;;;;;;;;;;R$ 5.803,00;;;;
VESPA;VESPA LXV 150;TABELA E - MOTOCICLETAS E CICLOMOTORES;7227,00;G;;;;;;;;;;;;;;;;;;;R$ 9.000,00;;;;;;
VICTORY;VICTORY HAMMER S;TABELA E - MOTOCICLETAS E CICLOMOTORES;29602,00;G;;;;;;;;;;;;;;;;;R$ 30.461,00;;;;;;;;
VICTORY;VICTORY VISION ARLEN N;TABELA E - MOTOCICLETAS E CICLOMOTORES;29601,00;G;;;;;;;;;;;;;;;;;R$ 36.121,00;;;;;;;;
VICTORY;VICTORY HIGH BALL CRUI;TABELA E - MOTOCICLETAS E CICLOMOTORES;29600,00;G;;;;;;;;;;;;;;;R$ 31.322,00;R$ 29.531,00;;;;;;;;;
VICTORY;VICTORY JACKPOT CRUISE;TABELA E - MOTOCICLETAS E CICLOMOTORES;29603,00;G;;;;;;;;;;;;;;;;;R$ 34.047,00;;;;;;;;
VICTORY;VICTORY VISION 8 BALL;TABELA E - MOTOCICLETAS E CICLOMOTORES;29604,00;G;;;;;;;;;;;;;;;R$ 41.217,00;R$ 38.860,00;;;;;;;;;
VMAG;VMAG VM200XL 200CC;TABELA E - MOTOCICLETAS E CICLOMOTORES;36000,00;G;;;;;;;;;;;;;;;;;;;;R$ 5.903,00;;;;;
VMOTO;VMOTO E-MAX 120D;TABELA E - MOTOCICLETAS E CICLOMOTORES;28533,00;G;;;;;;;;;;;;R$ 4.282,00;R$ 4.020,00;;;;;;;;;;;;
VMOTO;VMOTO E-MAX 120;TABELA E - MOTOCICLETAS E CICLOMOTORES;28529,00;G;;;;;;;;;;;;;;R$ 3.864,00;R$ 3.647,00;;;;;;;;;;
VOLKSWAGEN;VW WKC1 CHOPPER;TABELA E - MOTOCICLETAS E CICLOMOTORES;5313,00;G;;;;;;;;;;;;;;;;;;;;;;;;R$ 14.116,00;
VOLKSWAGEN;SAVEIRO PR FUN;TABELA E - MOTOCICLETAS E CICLOMOTORES;203492,00;G;;;;;;;;;;;R$ 34.196,00;R$ 31.465,00;R$ 30.700,00;;;;;;;;;;;;
VYRUS;VYRUS 987 C3 4V;TABELA E - MOTOCICLETAS E CICLOMOTORES;1007,00;G;;;;;;;;;;;;;;;R$ 61.480,00;R$ 57.964,00;;;;;;;;;
WANGYE;WANGYE KENOS WY150T-3;TABELA E - MOTOCICLETAS E CICLOMOTORES;36601,00;G;;;;;;;;;;;;;;;;;;;;R$ 3.167,00;;;;;
WANGYE;WANGYE KENOS WY150T-8;TABELA E - MOTOCICLETAS E CICLOMOTORES;36603,00;G;;;;;;;;;;;;;;;;;;;;R$ 3.430,00;;;;;
WANGYE;WANGYE KENOS WY150-6B;TABELA E - MOTOCICLETAS E CICLOMOTORES;36608,00;G;;;;;;;;;;;;;;;;;;;R$ 3.241,00;R$ 2.704,00;;;;;
WANGYE;WANGYE KENOS WY150T-3C;TABELA E - MOTOCICLETAS E CICLOMOTORES;36602,00;G;;;;;;;;;;;;;;;;;;;;R$ 3.242,00;;;;;
WANGYE;WANGYE KENOS WY150-5M;TABELA E - MOTOCICLETAS E CICLOMOTORES;36607,00;G;;;;;;;;;;;;;;;;;;;R$ 2.929,00;R$ 2.519,00;;;;;
WANGYE;WANGYE KENOS WY250T-2;TABELA E - MOTOCICLETAS E CICLOMOTORES;36600,00;G;;;;;;;;;;;;;;;;;;;;R$ 5.093,00;;;;;
WANGYE;WANGYE MATRIX IR150T 3;TABELA E - MOTOCICLETAS E CICLOMOTORES;36611,00;G;;;;;;;;;;;;;;;R$ 4.386,00;R$ 4.118,00;R$ 3.866,00;R$ 3.604,00;R$ 3.361,00;;;;;;
WANGYE;WANGYE MOTORINO 50T;TABELA E - MOTOCICLETAS E CICLOMOTORES;36615,00;G;;;;;;;;;;;;;R$ 3.323,00;;;;;;;;;;;;
WANGYE;WANGYE KENOS WY150;TABELA E - MOTOCICLETAS E CICLOMOTORES;36606,00;G;;;;;;;;;;;;;;;;;;;;R$ 2.225,00;;;;;
WANGYE;WANGYE KENOS SB150;TABELA E - MOTOCICLETAS E CICLOMOTORES;36610,00;G;;;;;;;;;;;;;;;;;;;;R$ 3.254,00;;;;;
WANGYE;;TABELA E - MOTOCICLETAS E CICLOMOTORES;36604,00;G;;;;;;;;;;;;;;;;;;;;R$ 2.304,00;;;;;
WANGYE;WANGYE KENOS WY250-7;TABELA E - MOTOCICLETAS E CICLOMOTORES;36609,00;G;;;;;;;;;;;;;;;;;;;;R$ 5.264,00;;;;;
WANGYE;WANGYE VINTAGE IR150T;TABELA E - MOTOCICLETAS E CICLOMOTORES;36612,00;G;;;;;;;;;;;;;;R$ 4.839,00;R$ 4.555,00;R$ 4.410,00;R$ 4.183,00;R$ 3.844,00;R$ 3.495,00;;;;;;
WANGYU;WANGYU MOTORINO 150T67;TABELA E - MOTOCICLETAS E CICLOMOTORES;36614,00;G;;;;;;;;;;;;;R$ 5.268,00;R$ 4.966,00;;;;;;;;;;;
WANHU;WANHU HAYDEN RIO;TABELA E - MOTOCICLETAS E CICLOMOTORES;5311,00;G;;;;;;;;;;;;;R$ 3.240,00;;;;;;;;;;;;
WANHU;WANHU HAYDEN COPA;TABELA E - MOTOCICLETAS E CICLOMOTORES;5312,00;G;;;;;;;;;;;;;R$ 3.240,00;;;;;;;;;;;;
WANHU;WANHU GSM 125CC;TABELA E - MOTOCICLETAS E CICLOMOTORES;5301,00;G;;;;;;;;;;;;;;;R$ 3.432,00;R$ 3.236,00;;;;;;;;;
WANJIN;WANJIN PEGASSI BR3 EVO;TABELA E - MOTOCICLETAS E CICLOMOTORES;25700,00;G;;;;;;;;;;;;;;;;;;R$ 7.753,00;;;;;;;
WIND;XR50;TABELA E - MOTOCICLETAS E CICLOMOTORES;31500,00;G;;;;;;;;;;;R$ 3.782,00;;;;;;;;;;;;;;
WINNER;WINNER FAIR 110;TABELA E - MOTOCICLETAS E CICLOMOTORES;30731,00;G;;;;;;;;;;;;;;;;;;R$ 2.764,00;;;;;;;
WONJAN;WONJAN WJ50E XIZ 50SB;TABELA E - MOTOCICLETAS E CICLOMOTORES;35269,00;G;;;;;;;;;;;;;;R$ 2.121,00;;;;;;;;;;;
WONJAN;WONJAN WJ200R XIZ200R;TABELA E - MOTOCICLETAS E CICLOMOTORES;35273,00;G;;;;;;;;;;;;;;R$ 5.917,00;;;;;;;;;;;
WONJAN;WONJAN WJ50E2 XIZ250SB;TABELA E - MOTOCICLETAS E CICLOMOTORES;35274,00;G;;;;;;;;;;;;;;R$ 6.772,00;;;;;;;;;;;
WONJAN;WONJAN WJ150GY-V XIZTR;TABELA E - MOTOCICLETAS E CICLOMOTORES;35281,00;G;;;;;;;;;;;;;;R$ 4.505,00;R$ 3.983,00;;;;;;;;;;
WONJAN;WONJAN ASAKA SD200ZH 3;TABELA E - MOTOCICLETAS E CICLOMOTORES;35283,00;G;;;;;;;;;;;;;;R$ 6.373,00;;;;;;;;;;;
WONJAN;WONJAN WJ50III CINQUEN;TABELA E - MOTOCICLETAS E CICLOMOTORES;35284,00;G;;;;;;;;;;;;;;R$ 2.645,00;;;;;;;;;;;
WONJAN;WONJAN WJ50E2 XIZ50 SB;TABELA E - MOTOCICLETAS E CICLOMOTORES;35265,00;G;;;;;;;;;;;;;;R$ 6.772,00;;;;;;;;;;;
WONJAN;WONJAN WJ50-1 XIZ50 SB;TABELA E - MOTOCICLETAS E CICLOMOTORES;35247,00;G;;;;;;;;;;;;;;;R$ 2.691,00;R$ 2.211,00;;;;;;;;;
WONJAN;WUXI CMT200ZH 200C;TABELA E - MOTOCICLETAS E CICLOMOTORES;31615,00;G;;;;;;;;;;;;;;;;;R$ 2.656,00;;;;;;;;
WUYANG;WUYANG WY 150 EX;TABELA E - MOTOCICLETAS E CICLOMOTORES;31103,00;G;;;;;;;;;;;;;;;R$ 3.116,00;R$ 2.913,00;R$ 2.723,00;R$ 2.679,00;R$ 2.396,00;R$ 2.190,00;;;;;
WUYANG;WUYANG CARGO EB02;TABELA E - MOTOCICLETAS E CICLOMOTORES;31119,00;G;;;;;;;;;;;;;;R$ 2.573,00;R$ 2.429,00;R$ 2.218,00;;;;;;;;;
WUYANG;WUYANG CARGO EB01;TABELA E - MOTOCICLETAS E CICLOMOTORES;31118,00;G;;;;;;;;;;;;;;R$ 2.529,00;;R$ 2.218,00;;;;;;;;;
WUYANG;WUYANG WY48Q-2;TABELA E - MOTOCICLETAS E CICLOMOTORES;31117,00;G;;;;;;;;;;;;R$ 2.337,00;R$ 2.225,00;R$ 2.119,00;R$ 2.009,00;R$ 1.914,00;R$ 1.823,00;R$ 1.757,00;;;;;;;
WUYANG;WUYANG WY50QT 3;TABELA E - MOTOCICLETAS E CICLOMOTORES;31116,00;G;;;;;;;;;;;;;;;R$ 1.939,00;R$ 1.841,00;R$ 1.748,00;;;;;;;;
WUYANG;WUYANG WY50QT 2;TABELA E - MOTOCICLETAS E CICLOMOTORES;31115,00;G;;;;;;;;;;;;R$ 2.757,00;R$ 2.533,00;R$ 2.327,00;R$ 2.215,00;R$ 2.015,00;R$ 1.825,00;R$ 1.654,00;R$ 1.594,00;;;;;;
WUYANG;WUYANG WY125 12;TABELA E - MOTOCICLETAS E CICLOMOTORES;31104,00;G;;;;;;;;;;;;;;;;R$ 2.574,00;;;R$ 1.987,00;R$ 1.751,00;;;;;
WUYANG;WUYANG WY 125 EX;TABELA E - MOTOCICLETAS E CICLOMOTORES;31100,00;G;;;;;;;;;;;;;;;;;R$ 2.865,00;;;;;R$ 2.220,00;;;
WUYANG;WUYANG WY 125 ESD;TABELA E - MOTOCICLETAS E CICLOMOTORES;31102,00;G;;;;;;;;;;;;;;R$ 3.078,00;R$ 2.829,00;R$ 2.599,00;R$ 2.387,00;R$ 2.294,00;R$ 2.101,00;R$ 1.850,00;R$ 1.700,00;R$ 1.584,00;;;
WUYANG;WUYANG WY125 24E;TABELA E - MOTOCICLETAS E CICLOMOTORES;31111,00;G;;;;;;;;;;;;;R$ 4.022,00;;;;;;;;;;;;
