Categoria;Fabricante;Cod.;Modelo;Combustivel;2016;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002
TABELA A - AUTOMOVEIS;AUDI;106051;AUDI A6 3.0;G;;;;;;;;;;; R$ 55.169,00 ; R$ 52.935,00 ; R$ 41.448,00 ; R$ 30.803,00 ; R$ 24.932,00 
TABELA A - AUTOMOVEIS;AUDI;106052;AUDI A6 AVANT 3.0;G;;;;;;;;;;; R$ 63.540,00 ; R$ 61.470,00 ;;; R$ 30.211,00 
TABELA A - AUTOMOVEIS;AUDI;106053;AUDI A4 AVANT 3.0;G;;;;;;;;;;; R$ 49.100,00 ; R$ 43.429,00 ; R$ 36.776,00 ; R$ 30.539,00 ; R$ 27.276,00 
TABELA A - AUTOMOVEIS;AUDI;106044;AUDI A6 4.2;G;;;;;;;;;;; R$ 82.632,00 ; R$ 65.217,00 ; R$ 61.684,00 ; R$ 45.766,00 ; R$ 39.784,00 
TABELA A - AUTOMOVEIS;AUDI;106056;AUDI A4 CABRIOLET 1.8T;G;;;;;;;;;;;;; R$ 67.950,00 ;;
TABELA A - AUTOMOVEIS;AUDI;106043;AUDI A6 AVANT 4.2;G;;;;;;;;;;;; R$ 85.994,00 ;;;
TABELA A - AUTOMOVEIS;AUDI;106060;AUDI A6 2.7T SECURITY;G;;;;;;;;;;;;;; R$ 36.254,00 ; R$ 33.661,00 
TABELA A - AUTOMOVEIS;AUDI;106061;AUDI RS6 4.2;G;;;;;;;;;;;;;; R$ 76.687,00 ;
TABELA A - AUTOMOVEIS;AUDI;106062;AUDI S4 4.2;G;;;;;;;;;; R$ 120.487,00 ;; R$ 109.743,00 ; R$ 93.202,00 ; R$ 82.991,00 ;
TABELA A - AUTOMOVEIS;AUDI;106063;AUDI S4 AVANT 4.2;G;;;;;;;;;;;; R$ 121.448,00 ; R$ 115.305,00 ; R$ 96.239,00 ;
TABELA A - AUTOMOVEIS;AUDI;106064;AUDI RS6 AVANT 4.2;G;;;;;;;;;;;;;; R$ 93.051,00 ;
TABELA A - AUTOMOVEIS;AUDI;106067;AUDI A8 6.0 L;G;;;;;;;;; R$ 243.602,00 ;; R$ 220.436,00 ; R$ 206.926,00 ;;;
TABELA A - AUTOMOVEIS;AUDI;106070;AUDI A4 2.0T FSI;G;;;;;;;;;;; R$ 37.590,00 ;;;;
TABELA A - AUTOMOVEIS;AUDI;106055;AUDI A4 AVANT 2.0;G;;;;;;; R$ 68.751,00 ;;;;;;;;
TABELA A - AUTOMOVEIS;AUDI;106028;AUDI TT COUPE 180PS;G;;;;;;;;;;;; R$ 70.298,00 ; R$ 66.123,00 ; R$ 63.321,00 ; R$ 60.176,00 
TABELA A - AUTOMOVEIS;AUDI;106153;AUDI A1 1.4TFSI SP;G;;;; R$ 65.218,00 ; R$ 60.903,00 ;;;;;;;;;;
TABELA A - AUTOMOVEIS;AUDI;106011;AUDI A4;G;; R$ 99.802,00 ;; R$ 89.122,00 ;;;;; R$ 52.969,00 ; R$ 47.164,00 ;;;;;
TABELA A - AUTOMOVEIS;AUDI;106119;AUDI TT TRONIC FWD;G;;;;;;;;; R$ 91.679,00 ;;;;;;
TABELA A - AUTOMOVEIS;AUDI;106018;AUDI A4 2.4;G;;;;;;;;;;;;;; R$ 30.544,00 ; R$ 28.642,00 
TABELA A - AUTOMOVEIS;AUDI;106019;AUDI A4 AVANT 2.4;G;;;;;;;;;;;;;; R$ 32.147,00 ; R$ 30.121,00 
TABELA A - AUTOMOVEIS;AUDI;106020;AUDI A6 2.4;G;;;;;;;;;;;;;;; R$ 38.890,00 
TABELA A - AUTOMOVEIS;AUDI;106025;AUDI A6 2.8;G;;;; R$ 188.192,00 ;;;;;;;;;;;
TABELA A - AUTOMOVEIS;AUDI;Cod.;Modelo;Comb; R$ 2.016,00 ; R$ 2.015,00 ; R$ 2.014,00 ; R$ 2.013,00 ; R$ 2.012,00 ; R$ 2.011,00 ; R$ 2.010,00 ; R$ 2.009,00 ; R$ 2.008,00 ; R$ 2.007,00 ; R$ 2.006,00 ; R$ 2.005,00 ; R$ 2.004,00 ; R$ 2.003,00 ; R$ 2.002,00 
TABELA A - AUTOMOVEIS;AUDI;106045;AUDI S6 4.2;G;;;;;;;;;;;;;;; R$ 53.737,00 
TABELA A - AUTOMOVEIS;AUDI;106027;AUDI S3 1.8T;G;;;;;;;;;;;;;; R$ 42.386,00 ; R$ 38.728,00 
TABELA A - AUTOMOVEIS;AUDI;106012;AUDI S6;G;;;;;;;;; R$ 188.166,00 ;;;;;;
TABELA A - AUTOMOVEIS;AUDI;106029;AUDI TT COUPE 225PS;G;;;;;;;;; R$ 86.364,00 ; R$ 81.482,00 ; R$ 76.877,00 ; R$ 72.534,00 ; R$ 68.120,00 ; R$ 65.156,00 ; R$ 64.152,00 
TABELA A - AUTOMOVEIS;AUDI;106031;AUDI TT ROADSTER 225PS;G;;;;;;;;;;; R$ 77.989,00 ; R$ 73.560,00 ; R$ 69.239,00 ; R$ 62.630,00 ; R$ 62.079,00 
TABELA A - AUTOMOVEIS;AUDI;106032;AUDI A8 4.2;G;;;;;; R$ 213.126,00 ;;;;; R$ 131.629,00 ; R$ 125.239,00 ;; R$ 95.347,00 ; R$ 63.201,00 
TABELA A - AUTOMOVEIS;AUDI;106035;AUDI A4 1.8T;G;;;;;;;;;; R$ 38.502,00 ; R$ 32.995,00 ; R$ 29.805,00 ; R$ 27.152,00 ; R$ 25.427,00 ; R$ 24.258,00 
TABELA A - AUTOMOVEIS;AUDI;106037;AUDI A4 1.8;G;; R$ 94.135,00 ;;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;AUDI;106038;AUDI A6 2.7T;G;;;;;;;;;;;;; R$ 40.217,00 ; R$ 36.858,00 ; R$ 34.217,00 
TABELA A - AUTOMOVEIS;AUDI;106040;AUDI A4 AVANT 1.8T;G;;;;;;;;; R$ 47.967,00 ; R$ 46.459,00 ; R$ 39.467,00 ; R$ 35.089,00 ; R$ 27.929,00 ; R$ 25.962,00 ; R$ 24.676,00 
TABELA A - AUTOMOVEIS;AUDI;106026;AUDI A3 1.6;G;;;;;;;;;; R$ 33.395,00 ; R$ 31.754,00 ;;;;
TABELA A - AUTOMOVEIS;AUDI;106109;AUDI TT RD 2.0T 200HP;G;;;;;;; R$ 115.897,00 ; R$ 101.216,00 ; R$ 97.600,00 ; R$ 88.514,00 ;;;;;
TABELA A - AUTOMOVEIS;AUDI;106097;AUDI A6 3.0T FSI;G;; R$ 227.094,00 ; R$ 215.529,00 ; R$ 179.498,00 ; R$ 173.346,00 ; R$ 140.583,00 ; R$ 120.364,00 ; R$ 105.263,00 ;;;;;;;
TABELA A - AUTOMOVEIS;AUDI;106098;AUDI TT COUPE 2.0;G;;;;;;;; R$ 89.473,00 ;;;;;;;
TABELA A - AUTOMOVEIS;AUDI;106101;A3 1.8;G;;;;;;;;;;; R$ 21.785,00 ; R$ 19.959,00 ; R$ 18.066,00 ; R$ 16.551,00 ; R$ 15.525,00 
TABELA A - AUTOMOVEIS;AUDI;106102;A3 1.8T;G;;;;;;;;;;; R$ 22.677,00 ; R$ 20.506,00 ; R$ 18.958,00 ; R$ 16.821,00 ; R$ 15.651,00 
TABELA A - AUTOMOVEIS;AUDI;106103;A3 1.6;G;;;;;;;;;;; R$ 21.822,00 ; R$ 20.133,00 ; R$ 18.712,00 ; R$ 17.242,00 ; R$ 16.922,00 
TABELA A - AUTOMOVEIS;AUDI;106104;AUDI S6 5.2 FSI;G;;;;;;; R$ 198.906,00 ; R$ 184.530,00 ;;;;;;;
TABELA A - AUTOMOVEIS;AUDI;106105;AUDI A8 4.2 FSI;G;;;; R$ 371.032,00 ; R$ 349.402,00 ; R$ 230.747,00 ; R$ 230.203,00 ;;;;;;;;
TABELA A - AUTOMOVEIS;AUDI;106096;AUDI A3 TRONIC FWD;G;;;;;;;;; R$ 41.371,00 ;;;;;;
TABELA A - AUTOMOVEIS;AUDI;106107;AUDI S8 5.2 FSI;G;;;;;;;;; R$ 264.565,00 ;; R$ 241.760,00 ;;;;
TABELA A - AUTOMOVEIS;AUDI;106117;AUDI TT 2.0T;G;;;;;; R$ 116.294,00 ;; R$ 88.927,00 ; R$ 85.677,00 ;;;;;;
TABELA A - AUTOMOVEIS;AUDI;106111;AUDI TT CP 2.0T 200HP;G;;;;;;; R$ 98.653,00 ; R$ 88.037,00 ; R$ 84.723,00 ; R$ 78.777,00 ;;;;;
TABELA A - AUTOMOVEIS;AUDI;106112;AUDI TT ROADSTER 2.0;G;;;;;; R$ 127.954,00 ;; R$ 102.957,00 ; R$ 99.344,00 ;;;;;;
TABELA A - AUTOMOVEIS;AUDI;106113;AUDI S5;G;;;;;;;; R$ 113.216,00 ; R$ 90.719,00 ;;;;;;
TABELA A - AUTOMOVEIS;AUDI;106114;AUDI TT;G;;;;;;;;; R$ 81.528,00 ;;;;;; R$ 57.009,00 
TABELA A - AUTOMOVEIS;AUDI;106116;AUDI S5 COUPE;G;;;;;; R$ 146.261,00 ; R$ 142.745,00 ;; R$ 126.817,00 ;;;;;;
TABELA A - AUTOMOVEIS;AUDI;106118;AUDI S5 QUATTRO;G;;;;;;;; R$ 101.658,00 ; R$ 95.855,00 ;;;;;;
TABELA A - AUTOMOVEIS;AUDI;106073;AUDI A3 SPB 2.0T FSI;G;;;; R$ 68.831,00 ; R$ 62.551,00 ; R$ 59.675,00 ; R$ 51.634,00 ; R$ 48.508,00 ; R$ 40.500,00 ; R$ 37.849,00 ; R$ 35.036,00 ;;;;
TABELA A - AUTOMOVEIS;AUDI;106106;AUDI S6 AVANT 5.2 FSI;G;;;;;;; R$ 207.263,00 ;;; R$ 114.063,00 ;;;;;
TABELA A - AUTOMOVEIS;AUDI;106080;AUDI A6 4.2 FSI;G;;;;;;;;; R$ 125.181,00 ; R$ 111.705,00 ; R$ 90.429,00 ;;;;
TABELA A - AUTOMOVEIS;AUDI;106076;AUDI A4 AVANT 3.2 FSI;G;;;;;; R$ 113.599,00 ;; R$ 77.650,00 ; R$ 74.673,00 ; R$ 72.398,00 ; R$ 69.429,00 ;;;;
TABELA A - AUTOMOVEIS;AUDI;106095;AUDI A4 AV 2.0T 180HP;G;;;;; R$ 70.275,00 ; R$ 66.257,00 ; R$ 56.621,00 ; R$ 53.087,00 ; R$ 46.639,00 ;;;;;;
TABELA A - AUTOMOVEIS;AUDI;106078;AUDI RS4 AVANT 4.2 FSI;G;;;;;;;;;; R$ 170.441,00 ; R$ 143.659,00 ;;;;
TABELA A - AUTOMOVEIS;AUDI;106075;AUDI A4 3.2 FSI;G;;;;; R$ 94.653,00 ; R$ 84.810,00 ; R$ 79.033,00 ; R$ 72.514,00 ; R$ 69.799,00 ; R$ 65.318,00 ; R$ 62.606,00 ;;;;
TABELA A - AUTOMOVEIS;AUDI;106081;AUDI A6 3.2 FSI;G;;;;;;;;; R$ 87.232,00 ; R$ 83.998,00 ; R$ 75.750,00 ;;;;
TABELA A - AUTOMOVEIS;AUDI;106085;AUDI A3 2.0T;G;;;;;;;;; R$ 45.273,00 ; R$ 40.556,00 ;;;;;
TABELA A - AUTOMOVEIS;AUDI;106086;AUDI Q7 4.2;G;;;;;;;;; R$ 96.135,00 ; R$ 82.930,00 ; R$ 79.403,00 ;;;;
TABELA A - AUTOMOVEIS;AUDI;106087;AUDI A6 LIMOUSINE 2.4;G;;;;;;;;;;;;;; R$ 50.613,00 ;
TABELA A - AUTOMOVEIS;AUDI;106094;AUDI A4 2.0T 210HP;G;;;;; R$ 84.098,00 ; R$ 77.694,00 ; R$ 71.777,00 ; R$ 57.392,00 ; R$ 48.763,00 ;;;;;;
TABELA A - AUTOMOVEIS;AUDI;106089;AUDI Q7 3.6;G;;;;;;;;; R$ 86.912,00 ; R$ 79.935,00 ;;;;;
TABELA A - AUTOMOVEIS;AUDI;106074;AUDI A3 SPB 1.6;G;;;;;;; R$ 47.069,00 ; R$ 42.023,00 ; R$ 41.146,00 ; R$ 33.554,00 ; R$ 32.318,00 ;;;;
TABELA A - AUTOMOVEIS;AUDI;106090;AUDI S3;G;;;;;;;;; R$ 61.131,00 ;;;;;;
TABELA A - AUTOMOVEIS;AUDI;106091;AUDI A5 3.2 FSI;G;;;;; R$ 118.644,00 ; R$ 111.693,00 ; R$ 95.218,00 ; R$ 88.474,00 ; R$ 83.897,00 ;;;;;;
TABELA A - AUTOMOVEIS;AUDI;106092;AUDI A4 AV 2.0T 210HP;G;;;;;;; R$ 77.350,00 ; R$ 63.535,00 ;;;;;;;
TABELA A - AUTOMOVEIS;AUDI;106093;AUDI A4 2.0T 180HP;G;;;;; R$ 66.166,00 ; R$ 62.382,00 ; R$ 53.779,00 ; R$ 50.790,00 ; R$ 46.952,00 ;;;;;;
TABELA A - AUTOMOVEIS;AUDI;106088;AUDI R8 4.2 FSI;G;;;; R$ 474.181,00 ; R$ 447.496,00 ; R$ 401.225,00 ; R$ 359.738,00 ; R$ 322.541,00 ; R$ 295.508,00 ;;;;;;
TABELA A - AUTOMOVEIS;AUDI;106077;AUDI A4 CABRIO 3.2 FSI;G;;;;;;;;;; R$ 96.222,00 ; R$ 87.437,00 ;;;;
TABELA A - AUTOMOVEIS;AUDI;154875;AUDI A8 LG 500CV;G;;; R$ 527.824,00 ;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;AUDI;154828;AUDI RS6 AVANT 4.0TFSI;G;;; R$ 419.982,00 ; R$ 406.698,00 ;;;;;;;;;;;
TABELA A - AUTOMOVEIS;AUDI;154826;AUDI A4 225CV.;G;;;; R$ 85.049,00 ;;;;;;;;;;;
TABELA A - AUTOMOVEIS;AUDI;155396;A3 LM 220CV;G; R$ 123.996,00 ; R$ 117.193,00 ;;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;AUDI;154896;AUDI A6 333CV ALLR;G;; R$ 255.217,00 ;;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;AUDI;154832;AUDI A3 LM 180CV;G;; R$ 99.152,00 ; R$ 88.236,00 ; R$ 75.213,00 ;;;;;;;;;;;
TABELA A - AUTOMOVEIS;AUDI;154894;AUDI S6 450CV;G;; R$ 373.268,00 ;;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;AUDI;154833;AUDI A3 SPB 122CV;G; R$ 70.950,00 ; R$ 67.948,00 ; R$ 65.073,00 ; R$ 62.320,00 ;;;;;;;;;;;
TABELA A - AUTOMOVEIS;AUDI;154866;AUDI A4 LM 170CV;G;; R$ 94.790,00 ; R$ 92.614,00 ;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;AUDI;154889;AUDI RS7 SPB 560CV;G;; R$ 490.517,00 ;;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;AUDI;154888;AUDI RS6 AV 560CV;G;; R$ 466.782,00 ;;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;AUDI;154887;AUDI A6 333CV;G;; R$ 255.217,00 ; R$ 218.949,00 ;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;AUDI;154886;AUDI TT RD 230CV;G;; R$ 198.425,00 ;;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;AUDI;154885;AUDI A7 SPB 252CV;G;; R$ 271.599,00 ;;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;AUDI;154883;AUDI TT COUPE 230CV I;G;; R$ 176.468,00 ; R$ 145.817,00 ;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;AUDI;154882;AUDI A6 252CV;G;; R$ 195.267,00 ;;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;AUDI;154881;AUDI A7 SPB 333CV;G;; R$ 275.701,00 ; R$ 238.061,00 ;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;AUDI;154895;AUDI S3 LM 286CV I;G;; R$ 162.339,00 ;;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;AUDI;157401;AUDI TTS RD 2.0TFSI;G;; R$ 252.625,00 ;;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;AUDI;156900;A3 LM 150CV;G; R$ 91.208,00 ; R$ 84.372,00 ;;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;AUDI;156901;AUDI A1 SPB 192CV;G;; R$ 95.897,00 ;;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;AUDI;156902;AUDI A1 SPB 125CV;G; R$ 89.193,00 ; R$ 87.056,00 ;;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;AUDI;156903;AUDI S3 SPB 286CV I;G;; R$ 160.238,00 ;;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;AUDI;156904;AUDI RS3 SPB 367CV;G; R$ 257.444,00 ; R$ 245.587,00 ;;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;AUDI;156905;AUDI A6 2.0TFSI;G;; R$ 195.462,00 ;;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;AUDI;156906;AUDI A4 TFSI;G;;; R$ 86.656,00 ;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;AUDI;156908;AUDIA6 LMS A TSFI 3.0;G;; R$ 255.219,00 ;;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;AUDI;154831;AUDI A3 LM 122CV I;G;; R$ 80.318,00 ; R$ 76.499,00 ;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;AUDI;157400;AUDI TTS CP 2.0TFSI;G; R$ 249.390,00 ; R$ 243.363,00 ;;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;AUDI;154867;AUDI A4 AV 170CV;G;; R$ 121.324,00 ; R$ 114.152,00 ;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;AUDI;245138;AUDI RSQ3 340CV;G;; R$ 201.522,00 ;;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;AUDI;154865;AUDI A5 SPB 170CV;G; R$ 133.862,00 ; R$ 117.238,00 ; R$ 110.546,00 ;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;AUDI;154864;AUDI S3 LM 286CV;G;; R$ 162.981,00 ; R$ 153.677,00 ;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;AUDI;154863;AUDI S3 SPB 286CV;G;; R$ 148.147,00 ; R$ 139.690,00 ;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;AUDI;154856;AUDI A3 CB 180CV;G;; R$ 140.700,00 ; R$ 133.406,00 ;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;AUDI;154855;AUDI A8 LM 435CV;G;; R$ 448.993,00 ; R$ 420.456,00 ;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;AUDI;154853;AUDI A8 LG 310CV;G;; R$ 368.406,00 ; R$ 338.469,00 ;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;AUDI;154837;AUDI RS7 560CV;G;;; R$ 452.246,00 ;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;AUDI;154836;AUDI S3 LM 280CV;G;;; R$ 154.893,00 ;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;AUDI;156917;AUDI A5 SPB 1.8TFSI;G; R$ 135.440,00 ;;;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;AUDI;154877;AUDI A3 CABRIO 1.8TFSI;G;;; R$ 135.231,00 ;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;AUDI;245131;AUDI Q7 3.0TFSI AT;G;; R$ 232.752,00 ; R$ 219.466,00 ; R$ 194.665,00 ;;;;;;;;;;;
TABELA A - AUTOMOVEIS;BABY;130003;TST;G;;;;;;;;;;;;;;; R$ 6.452,00 
TABELA A - AUTOMOVEIS;BEACH;130004;BABY TST;G; R$ 20.150,00 ; R$ 18.506,00 ; R$ 16.996,00 ; R$ 15.608,00 ; R$ 14.901,00 ; R$ 13.647,00 ; R$ 12.128,00 ; R$ 10.526,00 ; R$ 9.529,00 ; R$ 8.867,00 ; R$ 7.552,00 ; R$ 6.558,00 ; R$ 6.319,00 ; R$ 6.039,00 ; R$ 5.770,00 
TABELA A - AUTOMOVEIS;BENTLEY;162002;BENTLEY CONTINENTAL FS;G;;;; R$ 447.268,00 ; R$ 432.492,00 ; R$ 410.405,00 ; R$ 348.897,00 ; R$ 317.895,00 ; R$ 280.862,00 ; R$ 248.145,00 ; R$ 213.655,00 ;;;;
TABELA A - AUTOMOVEIS;BENTLEY;162013;BENTLEY CONT. GTC V8;G;;;;; R$ 747.792,00 ;;;;;;;;;;
TABELA A - AUTOMOVEIS;BENTLEY;162012;BENTLEY SUPERS COUPE;G;;;;;;; R$ 640.402,00 ; R$ 590.615,00 ;;;;;;;
TABELA A - AUTOMOVEIS;BENTLEY;162010;BENTLEY CONT. SSC;G;;;;; R$ 719.410,00 ; R$ 678.269,00 ;;;;;;;;;
TABELA A - AUTOMOVEIS;BENTLEY;162008;BENTLEY CONT. FSS;G;;;;;;; R$ 495.673,00 ;;;;;;;;
TABELA A - AUTOMOVEIS;BENTLEY;162018;BENTLEY CONT. GT V8S;G;;; R$ 994.841,00 ;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;BENTLEY;162006;BENTLEY CONT. SS;G;;;;;;; R$ 534.265,00 ;;;;;;;;
TABELA A - AUTOMOVEIS;BENTLEY;162005;BENTLEY CONT FLYING SP;G;;;;;;;; R$ 471.693,00 ; R$ 421.617,00 ;;;;;;
TABELA A - AUTOMOVEIS;BENTLEY;162014;BENTLEY CONT. GT V8;G;;;; R$ 664.321,00 ; R$ 597.192,00 ;;;;;;;;;;
TABELA A - AUTOMOVEIS;BENTLEY;162004;BENTLEY CONT. GTC;G;;; R$ 994.841,00 ;;;;; R$ 737.823,00 ; R$ 627.469,00 ;;;;;;
TABELA A - AUTOMOVEIS;BENTLEY;162015;BENTLEY FS W12;G;;;; R$ 927.325,00 ; R$ 890.083,00 ;;;;;;;;;;
TABELA A - AUTOMOVEIS;BENTLEY;162000;BENTLEY CONTINENTAL GT;G;; R$ 1.137.701,00 ; R$ 891.893,00 ; R$ 699.194,00 ; R$ 592.375,00 ; R$ 562.122,00 ; R$ 493.369,00 ; R$ 463.097,00 ; R$ 438.870,00 ; R$ 417.624,00 ;; R$ 366.944,00 ; R$ 325.031,00 ;;
TABELA A - AUTOMOVEIS;BMW;114134;BMW 650I CABRIO LZ31;G;;;;; R$ 212.842,00 ; R$ 200.670,00 ;;;;;;;;;
TABELA A - AUTOMOVEIS;BMW;114133;BMW M COUPE UR91;G;;;;; R$ 170.319,00 ; R$ 160.580,00 ;;;;;;;;;
TABELA A - AUTOMOVEIS;BMW;114131;BMW 328I CONVERSIVEL;G;;;;; R$ 110.467,00 ; R$ 104.149,00 ;;;;;;;;;
TABELA A - AUTOMOVEIS;BMW;114130;BMW 750 LI HYBRID KX81;G;;;;; R$ 344.640,00 ; R$ 324.931,00 ; R$ 293.517,00 ;;;;;;;;
TABELA A - AUTOMOVEIS;BMW;114129;BMW M3 COUPE KG91;G;;;; R$ 247.213,00 ; R$ 222.026,00 ; R$ 213.112,00 ; R$ 206.849,00 ;;;;;;;;
TABELA A - AUTOMOVEIS;BMW;114128;BMW M3 GTS KG91;G;;;;; R$ 221.836,00 ; R$ 209.150,00 ;;;;;;;;;
TABELA A - AUTOMOVEIS;BMW;114125;BMW 118I UA31;G;;;;; R$ 53.438,00 ; R$ 51.327,00 ; R$ 49.299,00 ;;;;;;;;
TABELA A - AUTOMOVEIS;BMW;114127;BMW 318I PF71;G;;;;; R$ 61.334,00 ; R$ 58.162,00 ; R$ 55.154,00 ;;;;;;;;
TABELA A - AUTOMOVEIS;BMW;114137;BMW 118I 1A31;G;;; R$ 71.678,00 ; R$ 68.319,00 ; R$ 62.410,00 ; R$ 59.031,00 ;;;;;;;;;
TABELA A - AUTOMOVEIS;BMW;114138;BMW ACTIVHYB 7SWB KX61;G;;;;;; R$ 231.472,00 ;;;;;;;;;
TABELA A - AUTOMOVEIS;BMW;114139;BMW 650I COUPE LX31;G;;;;; R$ 366.310,00 ; R$ 344.918,00 ;;;;;;;;;
TABELA A - AUTOMOVEIS;BMW;114140;BMW M5;G;;;;;; R$ 325.296,00 ;;;;;;;;;
TABELA A - AUTOMOVEIS;BMW;114141;BMW 530I FR11;G;;;; R$ 135.214,00 ; R$ 129.859,00 ; R$ 121.363,00 ;;;;;;;;;
TABELA A - AUTOMOVEIS;BMW;114144;BMW 328I 3A51;G;;; R$ 122.965,00 ; R$ 116.776,00 ; R$ 111.202,00 ; R$ 107.922,00 ;;;;;;;;;
TABELA A - AUTOMOVEIS;BMW;114147;BMW 740I KA41;G;;;; R$ 316.114,00 ; R$ 294.224,00 ;;;;;;;;;;
TABELA A - AUTOMOVEIS;BMW;114107;BMW MINI ONE;G;;;;;;;;;;; R$ 38.297,00 ;;;;
TABELA A - AUTOMOVEIS;BMW;114148;BMW 320I 3B11;G;; R$ 96.562,00 ; R$ 88.685,00 ; R$ 81.448,00 ; R$ 68.742,00 ;;;;;;;;;;
TABELA A - AUTOMOVEIS;BMW;114145;BMW 335I 3A91;G;;; R$ 165.165,00 ; R$ 157.981,00 ; R$ 150.895,00 ; R$ 128.177,00 ;;;;;;;;;
TABELA A - AUTOMOVEIS;BMW;114112;BMW 320I PG51;G;;;;; R$ 66.736,00 ; R$ 61.019,00 ; R$ 57.772,00 ; R$ 54.001,00 ; R$ 50.951,00 ;;;;;;
TABELA A - AUTOMOVEIS;BMW;113688;BMW 320I;G;;;; R$ 96.820,00 ; R$ 93.886,00 ;;; R$ 58.650,00 ;;;;;;;
TABELA A - AUTOMOVEIS;BMW;114179;BMW 316I;G;;; R$ 86.469,00 ; R$ 82.913,00 ;;;;;;;;;;;
TABELA A - AUTOMOVEIS;BMW;114149;BMW 330 XI;G;;;;;;;;;;;;; R$ 74.467,00 ;;
TABELA A - AUTOMOVEIS;BMW;113691;BMW 535I LIMOUSINE;G;; R$ 238.214,00 ;;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;BMW;114102;MINI COOPER;G; R$ 89.173,00 ; R$ 75.809,00 ; R$ 71.363,00 ; R$ 60.498,00 ; R$ 57.973,00 ; R$ 57.375,00 ; R$ 49.885,00 ; R$ 48.685,00 ; R$ 46.286,00 ; R$ 45.043,00 ; R$ 40.490,00 ; R$ 36.221,00 ; R$ 32.233,00 ; R$ 30.210,00 ; R$ 28.845,00 
TABELA A - AUTOMOVEIS;BMW;114103;MINI COOPER S;G; R$ 104.788,00 ; R$ 96.543,00 ; R$ 89.652,00 ; R$ 72.329,00 ; R$ 68.750,00 ; R$ 62.747,00 ; R$ 54.126,00 ; R$ 51.878,00 ; R$ 49.366,00 ; R$ 46.053,00 ; R$ 42.920,00 ; R$ 34.758,00 ; R$ 31.774,00 ; R$ 30.403,00 ; R$ 28.909,00 
TABELA A - AUTOMOVEIS;BMW;114104;MINI COOPER CONVERSIV;G;;;;;;;;; R$ 60.574,00 ;;; R$ 36.992,00 ; R$ 34.754,00 ;;
TABELA A - AUTOMOVEIS;BMW;114113;BMW 325I PH11;G;;;;; R$ 78.143,00 ; R$ 71.661,00 ; R$ 67.127,00 ; R$ 65.096,00 ; R$ 57.720,00 ;;;;;;
TABELA A - AUTOMOVEIS;BMW;114106;BMW MINI ONE;G;;;;;;;;;;;; R$ 35.948,00 ;;;
TABELA A - AUTOMOVEIS;BMW;114124;BMW 335IS CV;G;;;;;; R$ 125.390,00 ;;;;;;;;;
TABELA A - AUTOMOVEIS;BMW;113690;BMW 328I XDRIVE GT;G;; R$ 160.381,00 ;;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;BMW;114114;BMW 335I PM71;G;;;;;;;; R$ 91.698,00 ; R$ 76.724,00 ;;;;;;
TABELA A - AUTOMOVEIS;BMW;114118;BMW 335I PM51;G;;;;; R$ 132.649,00 ; R$ 125.064,00 ; R$ 108.620,00 ;;;;;;;;
