Categoria;Fabricante;Cod.;Modelo;Combustivel;2016;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002
TABELA E - MOTOCICLETAS E CICLOMOTORES;KAWASAKI;023914;KAWASAKI POLICE 1000;G;;;;;;;;; R$ 22.414,00 ; R$ 21.559,00 ;;;;; R$ 15.534,00 
TABELA E - MOTOCICLETAS E CICLOMOTORES;KAWASAKI;023913;KAWASAKI NINJA ZX10;G;;;;;;;;; R$ 29.519,00 ; R$ 27.268,00 ; R$ 25.189,00 ; R$ 23.269,00 ; R$ 21.495,00 ; R$ 19.856,00 ; R$ 18.342,00 
TABELA E - MOTOCICLETAS E CICLOMOTORES;KAWASAKI;023910;KAWASAKI ZX 900;G;;;;;;;;;;;;;;; R$ 21.330,00 
TABELA E - MOTOCICLETAS E CICLOMOTORES;KAWASAKI;023909;KAWASAKI ZX 600;G;;;;;;;;;;;;;; R$ 17.424,00 ; R$ 17.312,00 
TABELA E - MOTOCICLETAS E CICLOMOTORES;KAWASAKI;023904;KAWASAKI VN 1500;G;;;;;;;;;;;;;; R$ 24.078,00 ;
TABELA E - MOTOCICLETAS E CICLOMOTORES;KAWASAKI;029200;KAWASAKI KZ 1300;G;;;;; R$ 38.659,00 ;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;KAWASAKI;002393;NINJA ZX-10R;G; R$ 60.911,00 ; R$ 52.702,00 ; R$ 47.853,00 ; R$ 46.262,00 ; R$ 42.299,00 ; R$ 39.798,00 ;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;KAWASAKI;022454;COMET 650;G;;;; R$ 14.577,00 ; R$ 13.853,00 ; R$ 13.164,00 ;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;KAWASAKI;003947;KAWASAKI NINJA300 ABS;G;; R$ 17.761,00 ;;;;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;KAWASAKI;011605;VULCAN S ABS;G; R$ 25.905,00 ; R$ 23.326,00 ;;;;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;KAWASAKI;023924;KAWASAKI Z1000;G;;;;;;;;;;;; R$ 20.791,00 ; R$ 18.977,00 ; R$ 16.393,00 ;
TABELA E - MOTOCICLETAS E CICLOMOTORES;KAWASAKI;023937;NINJA 1000 ABS;G;;;; R$ 37.349,00 ; R$ 34.421,00 ; R$ 33.542,00 ;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;KAWASAKI;023903;KAWASAKI VN 800;G;;;;;;;;;;;;;;; R$ 13.614,00 
TABELA E - MOTOCICLETAS E CICLOMOTORES;KAWASAKI;011606;VULCAN S;G; R$ 25.905,00 ; R$ 23.326,00 ;;;;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;KAWASAKI;000010;KAWASAKI KDX 200;G;;;;; R$ 19.792,00 ;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;KAWASAKI;011607;NINJA ZX10R ABS;G; R$ 61.868,00 ;;;;;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;KAWASAKI;023947;KAWASAKI ZX-10R ABS;G;; R$ 58.618,00 ;;;;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;KAWASAKI;023946;KAWASAKI NINJA 650 ABS;G;; R$ 25.488,00 ;;;;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;KAWASAKI;023944;VERSYS ABS TR;G;; R$ 32.945,00 ;;;;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;KAWASAKI;023942;NINJA1000 ABSTR;G;;; R$ 47.679,00 ;;;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;KAWASAKI;023940;KAWASAKI NINJA1000 ABS;G;;;; R$ 39.140,00 ;;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;KAWASAKI;023939;KAWASAKI KSR 110;G;;;;;; R$ 12.681,00 ;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;KAWASAKI;023938;NINJA 1000;G;;;; R$ 36.233,00 ; R$ 34.194,00 ; R$ 33.219,00 ;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;KEEWAY;038811;KEEWAY RKS150;G;;;; R$ 3.589,00 ; R$ 3.384,00 ;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;KEEWAY;038810;KEEWAY TX150;G;;;;; R$ 5.668,00 ; R$ 5.344,00 ;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;KEEWAY;038812;KEEWAY INDEX 350;G;;;; R$ 11.812,00 ; R$ 10.981,00 ;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;KEEWAY;038807;KEEWAY RKV200-2S;G;;;;; R$ 6.962,00 ; R$ 6.565,00 ;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;KEEWAY;038808;KEEWAY TARGET 125;G;;;; R$ 3.638,00 ; R$ 3.434,00 ;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;KIN MOTORS;032000;EL 350 ST;G;;;; R$ 1.798,00 ; R$ 1.697,00 ; R$ 1.662,00 ;;; R$ 1.404,00 ; R$ 1.339,00 ;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;KINGRING;034205;KINGRING JINLUN JL250V;G;;;;;;; R$ 6.812,00 ;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;KINROAD;040000;KINROAD XINTIAN;G;;;;;;;;; R$ 6.049,00 ;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;KOAYENG;037200;KOAYENG WINNER PRO;G;;;;;;;; R$ 2.377,00 ; R$ 2.256,00 ; R$ 2.150,00 ;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;KTM;006499;KTM;G;;;;;;;;;; R$ 6.083,00 ;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;KTM;006375;KTM 990 ADV DAKAR ED;G;;;;; R$ 48.515,00 ; R$ 43.554,00 ;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;KTM;006402;KTM 640 LC4E;G;;;;;;;;;;;;;;; R$ 13.631,00 
TABELA E - MOTOCICLETAS E CICLOMOTORES;KTM;006418;KTM 690 ENDURO;G;;;;;;; R$ 26.479,00 ; R$ 24.002,00 ; R$ 23.583,00 ;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;KTM;006417;KTM 990 ADVENTURE LC8;G;;;;;;;;; R$ 32.221,00 ;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;KTM;006416;KTM 690 SUPERMOTO;G;;;;;;;;; R$ 20.223,00 ; R$ 18.452,00 ;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;KTM;006420;KTM 1190 RC8;G;;;;;;; R$ 44.077,00 ; R$ 41.716,00 ; R$ 40.697,00 ;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;KTM;006415;KTM 950 SUPER ENDURO R;G;;;;;;;;; R$ 26.110,00 ; R$ 25.026,00 ;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;KTM;006414;KTM 990 ADVENTURE LC8;G;;;;;;; R$ 35.644,00 ; R$ 34.011,00 ; R$ 30.395,00 ; R$ 29.422,00 ; R$ 26.587,00 ;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;KTM;006413;KTM 990 SUPER DUKE;G;;;;;;; R$ 29.131,00 ; R$ 28.225,00 ; R$ 27.348,00 ; R$ 25.762,00 ; R$ 23.394,00 ; R$ 22.306,00 ;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;KTM;006410;KTM 625 SC;G;;;;;;;;;;; R$ 19.395,00 ; R$ 17.530,00 ; R$ 16.166,00 ;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;KTM;006424;KTM 690 DUKE;G;;;;; R$ 29.034,00 ; R$ 28.119,00 ; R$ 27.233,00 ; R$ 23.571,00 ;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;KTM;006409;KTM 950 ADVENTURE LC8;G;;;;;;;;;;;; R$ 25.067,00 ; R$ 22.083,00 ; R$ 21.078,00 ;
TABELA E - MOTOCICLETAS E CICLOMOTORES;KTM;006408;KTM EXC 520;G;;;;;;;;;;;;;;; R$ 11.785,00 
TABELA E - MOTOCICLETAS E CICLOMOTORES;KTM;006407;KTM EXC 400;G;;;;;;;;;;;;;;; R$ 11.569,00 
TABELA E - MOTOCICLETAS E CICLOMOTORES;KTM;006406;KTM ADVENTURE R 640;G;;;;;;;;;; R$ 21.481,00 ; R$ 21.100,00 ; R$ 19.132,00 ;; R$ 17.683,00 ; R$ 16.601,00 
TABELA E - MOTOCICLETAS E CICLOMOTORES;KTM;006405;KTM DUKE II;G;;;;;;;;;;;;;;; R$ 13.941,00 
TABELA E - MOTOCICLETAS E CICLOMOTORES;KTM;006411;KTM EXC 450;G;;;;;;;; R$ 20.121,00 ;;; R$ 14.955,00 ; R$ 13.612,00 ;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;KTM;006447;KTM 300 XC-W;G;;; R$ 29.758,00 ;;;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;KTM;006428;KTM 990 ADV ABS;G;;;;; R$ 40.285,00 ; R$ 37.981,00 ; R$ 37.570,00 ;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;KTM;006430;KTM 990 SUPERMOTO R;G;;;;;;; R$ 32.816,00 ;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;KTM;006433;KTM 990 SM T ABS;G;;;;; R$ 40.608,00 ; R$ 36.191,00 ;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;KTM;006435;KTM 1190 RC8 R REDBULL;G;;;;;;;; R$ 49.674,00 ;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;KTM;006437;KTM 200 DUKE;G;;;; R$ 10.485,00 ; R$ 9.895,00 ;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;KTM;006438;KTM 450 RALLY;G;;;;; R$ 30.482,00 ;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;KTM;006439;KTM EXC 350;G;;; R$ 31.244,00 ;; R$ 28.598,00 ;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;KTM;006443;KTM 390 DUKE;G;;; R$ 16.903,00 ;;;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;KTM;006422;KTM 990 SUPERMOTO T;G;;;;; R$ 34.219,00 ; R$ 33.011,00 ; R$ 31.562,00 ; R$ 28.639,00 ;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;KTM;006444;KTM 1290 SUPERDUKE R;G;;; R$ 67.497,00 ;;;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;KTM;006450;KTM 1290 SUPER ADVENTU;G; R$ 82.246,00 ; R$ 77.722,00 ;;;;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;KTM;006448;200 DUKE;G; R$ 13.955,00 ; R$ 13.301,00 ;;;;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;KTM;006449;390 DUKE;G; R$ 18.958,00 ; R$ 18.077,00 ;;;;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;KTM;006426;KTM 690 ENDURO R;G;;;;; R$ 30.070,00 ; R$ 28.351,00 ; R$ 25.718,00 ;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;KTM;006425;KTM 990 ADVENTURE R;G;;;;; R$ 40.180,00 ; R$ 38.673,00 ; R$ 37.223,00 ;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;KTM;006419;KTM 950 SUPERMOTO R;G;;;;;;;;;; R$ 30.014,00 ;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;KTM;006423;KTM ADVENTURE 990;G;;;; R$ 39.899,00 ; R$ 38.033,00 ; R$ 36.254,00 ; R$ 35.367,00 ; R$ 33.746,00 ;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;KTM;006404;KTM 640 ADVENTURE;G;;;;;;;;;;;;;;; R$ 16.536,00 
TABELA E - MOTOCICLETAS E CICLOMOTORES;KTM;006421;KTM SMC 690;G;;;;;;;;; R$ 25.031,00 ;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;KTM;006427;KTM 1190 RC8 R;G;;; R$ 61.953,00 ;; R$ 56.190,00 ; R$ 54.389,00 ; R$ 50.113,00 ;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;KYMCO;023204;KYMCO MANBOY 90;G;;;;;;;;;;;;;;; R$ 2.891,00 
TABELA E - MOTOCICLETAS E CICLOMOTORES;KYMCO;023208;KYMCO ZING 150;G;;;;;;;;;;;;;; R$ 4.232,00 ; R$ 3.805,00 
TABELA E - MOTOCICLETAS E CICLOMOTORES;KYMCO;023209;KYMCO PEOPLE 50;G;;;;;;;;;;;;;;; R$ 3.320,00 
TABELA E - MOTOCICLETAS E CICLOMOTORES;KYMCO;023010;KYMCO XCITING 500R;G;;;;;; R$ 21.379,00 ;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;KYMCO;023013;KYMCO AGILITY CITY200I;G;;;;;; R$ 9.843,00 ;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LANDUN;035401;LANDUN LD 150ZH;G;;;;;;;;;; R$ 3.025,00 ;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LANDUN;035400;LANDUN LD 150ZH;G;;;;;;;;; R$ 4.249,00 ; R$ 4.184,00 ;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LEOPARD;029103;LEOPARD MD 125;G;;;;;;;;;; R$ 2.204,00 ;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LEOPARD;029199;LEOPARD;G;;;;;;;;; R$ 2.136,00 ;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LEOPARD;029113;LEOPARD HT 250RR;G;;;; R$ 7.861,00 ;;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LEOPARD;029109;LEOPARD GY200;G;;;;;;; R$ 5.977,00 ;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LEOPARD;029108;LEOPARD GT 150 R;G;;;;;;; R$ 4.094,00 ;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LEOPARD;029106;LEOPARD MC 110 EVO;G;;;;;;; R$ 3.377,00 ;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LEOPARD;029104;LEOPARD ML 200 CHOPPER;G;;;;;;; R$ 7.262,00 ;; R$ 6.120,00 ; R$ 5.496,00 ;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LEOPARD;029102;LEOPARD MD 150 SPORTS;G;;;;;;; R$ 2.984,00 ; R$ 2.804,00 ; R$ 2.589,00 ; R$ 2.378,00 ;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LEOPARD;029101;LEOPARD MD 150 TRADIC;G;;;;;;; R$ 2.542,00 ;; R$ 2.395,00 ; R$ 2.297,00 ;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LEOPARD;029100;LEOPARD MC 110 1 EVO;G;;;;;;;;;; R$ 2.016,00 ;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LEOPARD;029105;LEOPARD ML 200 SNJA;G;;;;;;;;; R$ 6.012,00 ;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LEOPARD;029107;LEOPARD HA 125 ITALY;G;;;;;;; R$ 4.904,00 ;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LIFAN;027726;LIFAN CARGO C200ZH;G;;;;; R$ 7.505,00 ; R$ 7.226,00 ; R$ 6.957,00 ;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LIFAN;027723;LIFAN LF250 1;G;;;;;;;; R$ 6.391,00 ;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LIFAN;027717;LIFAN MEGA LF150 13;G;;;;;;;;;;; R$ 2.240,00 ;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LIFAN;027716;LIFAN MEGA LF110 2G;G;;;;;;;;;;; R$ 2.090,00 ;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LIFAN;027714;LIFAN LF200 III;G;;;;;;;;;;; R$ 7.507,00 ;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LIFAN;027713;LIFAN LF150 T5;G;;;;;;;;;;; R$ 1.867,00 ;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LIFAN;027712;LIFAN LF150 T6;G;;;;;;;;;;; R$ 1.966,00 ;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LIFAN;027711;LIFAN LF125 T6;G;;;;;;;;;;; R$ 1.709,00 ;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LIFAN;027708;LIFAN LF125 5;G;;;;;;; R$ 2.362,00 ;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LIFAN;027725;LIFAN HL200ZH A MEILUN;G;;;;;;;; R$ 6.473,00 ;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LIFAN;027724;LIFAN LF250 4;G;;;;;;;; R$ 5.302,00 ;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LIFAN;027734;LIFAN LF150ZH2 A;G;;;;;; R$ 5.887,00 ;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LIFAN;027739;LIFAN LF50Q26H A1;G;;; R$ 4.183,00 ;;;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LIFAN;027707;LIFAN LF125 ST6;G;;;;;;;;; R$ 1.985,00 ;; R$ 1.625,00 ; R$ 1.543,00 ;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LIFAN;027727;LIFAN CARGO C200;G;;;;; R$ 10.330,00 ; R$ 9.741,00 ; R$ 8.756,00 ;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LIFAN;027729;LIFAN EASY FRETE 125CC;G;;;;;;; R$ 3.038,00 ;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LIFAN;027730;LIFAN BR NOVA 150 XED;G;;;;; R$ 4.672,00 ;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LIFAN;027731;LIFAN MTM CARGO ET 200;G;;;;; R$ 7.393,00 ; R$ 6.970,00 ;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LIFAN;027732;LIFAN MTM CARGO C 200;G;;;;; R$ 7.434,00 ; R$ 7.009,00 ;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LIFAN;027733;LIFAN LF125T 16;G;;;;;;;;;; R$ 1.889,00 ;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LIFAN;027704;LIFAN LF110 2G;G;;;;;;;; R$ 2.386,00 ; R$ 2.330,00 ; R$ 2.235,00 ; R$ 2.060,00 ;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LIFAN;027703;LIFAN LF 150 7;G;;;;;;;;;;;;;;; R$ 2.133,00 
TABELA E - MOTOCICLETAS E CICLOMOTORES;LIFAN;027701;LIFAN LF100 9;G;;;;;;;;;; R$ 1.729,00 ;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LIFAN;002771;LIFAN LF110 11H;G;;;;;;;;;; R$ 1.925,00 ;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LIFAN;027736;LIFAN NOVA KP 150;G;;;; R$ 4.833,00 ;;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LIFAN;027737;LIFAN ROCKET 150;G;;;; R$ 4.871,00 ;;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LIFAN;027738;LIFAN LF150GY3B A;G;;; R$ 5.107,00 ;;;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LIFENG;033100;LIFENG MVK FU 300 1;G;;;;;;;; R$ 7.859,00 ; R$ 6.768,00 ;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LIFENG;033112;LIFENG MVK SPYDER;G;;;;;;; R$ 10.786,00 ;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LIFENG;033111;LIFENG MVK 350I;G;;; R$ 10.929,00 ;; R$ 9.863,00 ;; R$ 9.795,00 ;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LIFENG;033108;LIFENG DD300E-6;G;;;;;;;;; R$ 7.773,00 ;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LIFENG;033107;LIFENG MVK FU 320 5;G;;;;;;; R$ 10.058,00 ; R$ 9.080,00 ;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LIFENG;033106;LIFENG MVK FU 320 4;G;;;;; R$ 12.039,00 ; R$ 10.944,00 ; R$ 10.057,00 ; R$ 9.079,00 ;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LIFENG;033105;LIFENG MVK FU 320 3;G;;;;;;; R$ 10.055,00 ; R$ 9.075,00 ;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LIFENG;033104;LIFENG MVK FU 320 1;G;;;;;;; R$ 10.789,00 ; R$ 9.506,00 ;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LIFENG;033103;LIFENG MVK FU 320 2;G;;;;;;; R$ 8.725,00 ; R$ 8.097,00 ;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LIFENG;033101;LIFENG MVK FU 240 2;G;;;;; R$ 7.889,00 ; R$ 7.641,00 ; R$ 7.401,00 ; R$ 6.959,00 ; R$ 6.155,00 ;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LIFENG;033109;LIFENG MVK FU320 6;G;;;;;;; R$ 9.727,00 ;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LIFENG;033102;LIFENG MVK FU 240 1;G;;;;;;;; R$ 7.207,00 ; R$ 6.389,00 ;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LINGTIAN;035000;LINGTIAN LB 150T-9;G;;;;;;;;;; R$ 2.148,00 ;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LINGTIAN;035001;LINGTIAN LB 125T-21;G;;;;;;;;;; R$ 2.422,00 ;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LINGTIAN;035002;LINGTIAN LB 150T-15;G;;;;;;;;;; R$ 2.804,00 ;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LINGTIAN;035004;LINGTIAN LB 250T;G;;;;;;;;;; R$ 5.584,00 ;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LINGTIAN;035003;LINGTIAN LB 150T-13;G;;;;;;;;;; R$ 2.641,00 ;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LINGYUN;036616;LINGYU MOTORINO 50T;G;;;; R$ 2.645,00 ;;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LINGYUN;036306;LINGYU ZUNDAPP 150-T24;G;;;; R$ 4.868,00 ; R$ 4.595,00 ;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LINGYUN;036307;LINGYU MOTORINO 150T11;G;;;; R$ 5.910,00 ;;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LINGYUN;036308;LINGYU MOTORINO T27;G;;;; R$ 6.522,00 ;;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LINGYUN;036305;LINGYU HT150T-25;G;;;;; R$ 4.427,00 ; R$ 4.175,00 ;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LINGYUN;036304;LINGYU NORTSTAR T27;G;;;; R$ 4.679,00 ; R$ 4.465,00 ; R$ 4.261,00 ;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LINGYUN;036303;LINGYUN LY125T 5;G;;;;;;;;; R$ 2.570,00 ;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LINGYUN;036617;LINGYU MOTORINO 150T24;G;;;; R$ 6.158,00 ;;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LINGYUN;036302;LINGYUN LY150T 5;G;;;;;;;; R$ 3.638,00 ; R$ 3.044,00 ; R$ 2.979,00 ;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LINGYUN;036301;LINGYUN LY150T 6A;G;;;;;;;;;; R$ 3.583,00 ;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LINGYUN;036300;LINGYUN LY150T 7A;G;;;;;;;;; R$ 2.275,00 ; R$ 2.199,00 ;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LINYE;032627;LINYE BL-TS 48CC;G;;;;;; R$ 2.031,00 ;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LINYE;032628;LINYE BL-DGZ 48CC;G;;;; R$ 2.051,00 ; R$ 2.031,00 ; R$ 1.964,00 ;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LINYE;032632;LINYE BL-QG 48CC;G;;;;; R$ 2.683,00 ; R$ 2.558,00 ;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LINZHI;034801;LINZHI OMOTO HTB110-4;G;;;;;;;;; R$ 2.921,00 ;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LINZHI;034805;LINZHI XB 150 ZHC;G;;;;;;; R$ 5.492,00 ;; R$ 4.897,00 ;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LINZHI;034802;LINZHI OMOTO RACING200;G;;;;;;;;; R$ 4.992,00 ;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LINZHI;034803;LINZHI OMOTO HTR150;G;;;;;;;;; R$ 2.811,00 ;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LINZHI;034807;LINZHI XB 200 ZHC;G;;;;;;;;; R$ 4.233,00 ;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LINZHI;034808;LINZHI CARGO C-200ZH;G;;;;; R$ 9.499,00 ; R$ 8.957,00 ; R$ 7.468,00 ; R$ 7.068,00 ;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LINZHI;034804;LINZHI XB 150ZH-B;G;;;;;;;;; R$ 2.508,00 ;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LINZHI;034806;LINZHI XB 125 5B;G;;;;;;;;; R$ 2.845,00 ;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LINZHI;034809;LINZHI CARGO C-200;G;;;;;;; R$ 7.210,00 ;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LINZHI;034800;LINZHI OMOTO HTC250-4;G;;;;;;;;; R$ 4.992,00 ;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LINZHI;034810;LINZHI CARGO 200;G;;;; R$ 10.680,00 ; R$ 10.079,00 ; R$ 9.193,00 ; R$ 8.279,00 ;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LIYANG;007701;LIYANG KZUKI KN150T-12;G;;;;;;;; R$ 3.065,00 ;;;;;;;
